,text,created_at,row_nbr,source account,polarity_scores,pos,neg,neu,compound
82,"President Trump threatens to place 20% tariffs on automobiles imported from Europe. ""Build them here,"" he tweeted.… https://t.co/31xDcnE5Wg",Fri Jun 22 14:59:43 +0000 2018,82,@cnnbrk,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3818}",0.0,0.133,0.867,-0.3818
83,RT @CNNPolitics: BREAKING: The Supreme Court rules that a warrant is generally needed to track cell phone location data https://t.co/wpOZVS…,Fri Jun 22 14:36:27 +0000 2018,83,@cnnbrk,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}",0.167,0.0,0.833,0.5574
84,RT @CNNMoney: India spares Harley-Davidson as it hits back at US tariffs https://t.co/MUMk4Q1LcS https://t.co/OPDdftkHct,Fri Jun 22 13:18:12 +0000 2018,84,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
85,"Trump endorses GOP Congresswoman Martha Roby who disavowed him in 2016 after his remarks on the ""Access Hollywood""… https://t.co/NVWqKCuJjF",Fri Jun 22 13:09:43 +0000 2018,85,@cnnbrk,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.34}",0.118,0.0,0.882,0.34
86,President Trump says Republicans should 'stop wasting their time on immigration' until after the midterms… https://t.co/1MKWbvaQaQ,Fri Jun 22 11:40:50 +0000 2018,86,@cnnbrk,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5994}",0.0,0.259,0.741,-0.5994
87,"RT @CNNPolitics: Most Americans think the Russia investigation is serious and should continue, but constant criticism from Trump of special…",Fri Jun 22 11:27:47 +0000 2018,87,@cnnbrk,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.6124}",0.0,0.217,0.783,-0.6124
88,"RT @CNNMoney: JUST IN: ABC will air a Conner family sitcom without star Roseanne Barr, the network has announced. The “Roseanne” reboot was…",Fri Jun 22 00:52:37 +0000 2018,88,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
89,"The Trump administration says it's continuing its ""zero-tolerance"" border policy, but emails obtained by CNN sugges… https://t.co/OfIkCvozH2",Fri Jun 22 00:52:26 +0000 2018,89,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
90,The Phoenix Suns select Arizona center DeAndre Ayton as the No. 1 pick in the 2018 NBA Draft. Follow live updates.… https://t.co/fbWkRTw0zI,Thu Jun 21 23:53:01 +0000 2018,90,@cnnbrk,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}",0.0,0.099,0.901,-0.296
91,"In a last minute decision, Republicans decided to postpone a vote on a comprehensive immigration bill for the secon… https://t.co/wHXiw6WQsq",Thu Jun 21 23:24:15 +0000 2018,91,@cnnbrk,"{'neg': 0.101, 'neu': 0.794, 'pos': 0.106, 'compound': 0.0258}",0.106,0.101,0.794,0.0258
92,"Charles Krauthammer, the conservative intellectual whose commentary shaped American politics for generations, has d… https://t.co/KHUnV1UIji",Thu Jun 21 22:38:33 +0000 2018,92,@cnnbrk,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.5106}",0.191,0.0,0.809,0.5106
93,Lionel Messi and Argentina are on the brink of elimination from the World Cup after a 3-0 loss to Croatia… https://t.co/YjEokcsRRo,Thu Jun 21 20:33:37 +0000 2018,93,@cnnbrk,"{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.3182}",0.0,0.108,0.892,-0.3182
94,"As expected, the house rejected an immigration bill that was favored by conservatives 193 - 231. A second immigrati… https://t.co/BPJYloTvdd",Thu Jun 21 18:36:40 +0000 2018,94,@cnnbrk,"{'neg': 0.149, 'neu': 0.724, 'pos': 0.127, 'compound': -0.128}",0.127,0.149,0.724,-0.128
95,"President Trump slams ""extremist, open-border Democrats"" in remarks during his Cabinet meeting. Follow live updates… https://t.co/0SnfyqoxR2",Thu Jun 21 17:11:55 +0000 2018,95,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
96,"Melania Trump makes a surprise visit to the US-Mexico border. ""She wants to see what's real,"" a spokeswoman says.… https://t.co/zpnZkz8lTD",Thu Jun 21 16:21:41 +0000 2018,96,@cnnbrk,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.2732}",0.11,0.0,0.89,0.2732
97,"The Supreme Court allows states to collect sales taxes from online retailers that do not have a ""physical presence""… https://t.co/jM5DPknsdA",Thu Jun 21 14:46:01 +0000 2018,97,@cnnbrk,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}",0.167,0.0,0.833,0.5574
98,"A 22-year-old man has been arrested and charged with murder in the fatal shooting of rapper XXXTentacion, police in… https://t.co/sotSEBcsEg",Thu Jun 21 14:19:51 +0000 2018,98,@cnnbrk,"{'neg': 0.466, 'neu': 0.534, 'pos': 0.0, 'compound': -0.9201}",0.0,0.466,0.534,-0.9201
99,RT @CNNMoney: BREAKING: Intel CEO resigns after 'past consensual relationship' with employee https://t.co/dUi9DmWD6y https://t.co/hqWvSSmGtd,Thu Jun 21 13:41:13 +0000 2018,99,@cnnbrk,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3182}",0.0,0.15,0.85,-0.3182
0,".@JonathanTurley: ""[@POTUS] promised to put two or more pro-life justices on the Court. If this justice doesn't pro… https://t.co/wsTDJBUgl6",Fri Jun 29 23:50:40 +0000 2018,0,@FoxNews,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.7579}",0.277,0.0,0.723,0.7579
1,".@Scaramucci on Supreme Court nomination: ""If you think about the quality of the people that the president is going… https://t.co/0eSlsl1KaY",Fri Jun 29 23:35:27 +0000 2018,1,@FoxNews,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.5574}",0.159,0.0,0.841,0.5574
2,".@Scaramucci on Supreme Court nomination: ""People should just relax for a second and give [@POTUS] the opportunity… https://t.co/Ouwr58i1UE",Fri Jun 29 23:31:04 +0000 2018,2,@FoxNews,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.7579}",0.302,0.0,0.698,0.7579
3,".@Scaramucci: ""It's not even a left or right decision anymore. It's just, what are the right or wrong policies to p… https://t.co/bOBeDwlaSo",Fri Jun 29 23:24:43 +0000 2018,3,@FoxNews,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.4767}",0.0,0.134,0.866,-0.4767
4,".@KristinaParts reports on the new ""postcard"" form that will be used to file taxes. @ShepNewsTeam… https://t.co/A35y1sTFWQ",Fri Jun 29 23:16:17 +0000 2018,4,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
5,Father of Benghazi Victim: Terrorist's 'Light' Sentence 'Does Nothing to Discourage' Future Attacks. https://t.co/rmzfvNZkUq,Fri Jun 29 23:06:10 +0000 2018,5,@FoxNews,"{'neg': 0.408, 'neu': 0.524, 'pos': 0.068, 'compound': -0.7579}",0.068,0.408,0.524,-0.7579
6,"""OBJECTified"" is back! Iconic rock stars, reality TV mavericks &amp; some of the biggest names in the world share their… https://t.co/3JGhs1XCar",Fri Jun 29 22:52:18 +0000 2018,6,@FoxNews,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3595}",0.111,0.0,0.889,0.3595
7,"#TheFive: Gillibrand, de Blasio Call for Abolishing ICE, WA Dem Arrested at Protest. https://t.co/GDPF9dGF6x",Fri Jun 29 22:47:38 +0000 2018,7,@FoxNews,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.6249}",0.0,0.298,0.702,-0.6249
8,"Special counsel must reply to Manafort's motion for jail release by July 5, federal appeals court says. 
https://t.co/LDeFSNOaB3",Fri Jun 29 22:39:46 +0000 2018,8,@FoxNews,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",0.137,0.0,0.863,0.4019
9,"Rep. @DevinNunes calls for testimony from 17 FBI, DOJ officials on government surveillance abuse. https://t.co/jHWCObpRkI",Fri Jun 29 22:34:10 +0000 2018,9,@FoxNews,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.6369}",0.0,0.231,0.769,-0.6369
10,Mexico's presidential elections this Sunday could have major ramifications for the U.S. as a far-left populist is l… https://t.co/ra2I4Cj6fJ,Fri Jun 29 22:24:08 +0000 2018,10,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
11,#TheDailySpike: Fourth of July tips for keeping pets calm. https://t.co/zUfUfloU5p,Fri Jun 29 22:10:50 +0000 2018,11,@FoxNews,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}",0.204,0.0,0.796,0.3182
12,.@JusticeWillett gets serious consideration as potential Supreme Court nominee. https://t.co/EfPSKC2fqL,Fri Jun 29 22:05:26 +0000 2018,12,@FoxNews,"{'neg': 0.101, 'neu': 0.62, 'pos': 0.279, 'compound': 0.5106}",0.279,0.101,0.62,0.5106
13,".@kimguilfoyle ""I am for reciprocal civility. Full stop."" #TheFive https://t.co/DPe0JuX6kg",Fri Jun 29 21:48:55 +0000 2018,13,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
14,"JUST IN: Supreme Court Justice nominee coming July 9, @POTUS says https://t.co/AOHQGnPuuo",Fri Jun 29 21:43:45 +0000 2018,14,@FoxNews,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.7906}",0.412,0.0,0.588,0.7906
15,'We're Looking at the Destruction of the Constitution': @SenKamalaHarris Rips @POTUS' Potential SCOTUS Picks https://t.co/lzzx2zmibh,Fri Jun 29 21:32:27 +0000 2018,15,@FoxNews,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.5719}",0.0,0.209,0.791,-0.5719
16,"""She loved her job and she loved what she did...This is far too soon to lose my mother."" — Winters Gimer describers… https://t.co/QcbeqstSoG",Fri Jun 29 21:14:14 +0000 2018,16,@FoxNews,"{'neg': 0.092, 'neu': 0.644, 'pos': 0.264, 'compound': 0.7269}",0.264,0.092,0.644,0.7269
17,".@POTUS, @FLOTUS and members of the Trump family arrive in New Jersey. https://t.co/SbpJy8wuKT",Fri Jun 29 21:06:34 +0000 2018,17,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
18,Michael Flynn's sentencing delayed by Mueller team for the third time. https://t.co/4t1ZQQoHHp,Fri Jun 29 20:57:32 +0000 2018,18,@FoxNews,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.3612}",0.0,0.259,0.741,-0.3612
19,A record number of Americans are expected to travel this Fourth of July holiday. @TeamCavuto https://t.co/SPdTw0wodp https://t.co/ZuM5efF8Xu,Fri Jun 29 20:51:44 +0000 2018,19,@FoxNews,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.4588}",0.222,0.0,0.778,0.4588
20,The @USNavy solidifies plans to buy its 4th Ford-class aircraft carrier in the mid-2020s. https://t.co/V8TEG1wXcU,Fri Jun 29 20:34:53 +0000 2018,20,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
21,Prank caller gets @POTUS on phone by impersonating a Dem senator. https://t.co/SDWWcpNwse,Fri Jun 29 20:32:05 +0000 2018,21,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
22,.@POTUS departs from Joint Base Andrews as he heads to New Jersey. https://t.co/PUsBh3I9MN,Fri Jun 29 20:20:45 +0000 2018,22,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
23,"Delta passenger claims flight attendant threw her, others off plane over her phone's 'airplane mode' https://t.co/6rjEePlfNj",Fri Jun 29 20:11:33 +0000 2018,23,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
24,"In an exclusive interview with @MariaBartiromo for @SundayFutures, @POTUS says he would ""probably not"" ask Supreme… https://t.co/13ko7okZJX",Fri Jun 29 19:58:09 +0000 2018,24,@FoxNews,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.128}",0.086,0.0,0.914,0.128
25,"Florida beach littered with 'hundreds' of dead fish, marine life. https://t.co/LMfFbm0ecO",Fri Jun 29 19:50:55 +0000 2018,25,@FoxNews,"{'neg': 0.301, 'neu': 0.699, 'pos': 0.0, 'compound': -0.6486}",0.0,0.301,0.699,-0.6486
26,"This orange, squishy body armor material could save lives. https://t.co/6zHW9HOdLR",Fri Jun 29 19:41:00 +0000 2018,26,@FoxNews,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4939}",0.262,0.0,0.738,0.4939
27,"Viral video shows Pennsylvania cop using Taser on unarmed man sitting on sidewalk.
https://t.co/yyGquRgAXC",Fri Jun 29 19:35:00 +0000 2018,27,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
28,Ohio boy's lawn care business goes viral after 'ridiculous' neighbor calls cops on him. https://t.co/J2DFzGSpRK,Fri Jun 29 19:30:03 +0000 2018,28,@FoxNews,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}",0.186,0.0,0.814,0.4939
29,.@StateDept says 26th diplomat hurt in mysterious health incident in Cuba. https://t.co/66MyJqXe9l,Fri Jun 29 19:11:00 +0000 2018,29,@FoxNews,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",0.0,0.236,0.764,-0.5267
30,"FBI's Strzok 'smug' and 'defiant' in House interview, but regrets sending anti-Trump texts. (via @brookefoxnews) https://t.co/5Wu207JLNv",Fri Jun 29 19:03:10 +0000 2018,30,@FoxNews,"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.5023}",0.0,0.178,0.822,-0.5023
31,"In a recent interview, 2016 Democrat presidential nominee @HillaryClinton made clear she is not going to “call it a… https://t.co/tretc7e6Ko",Fri Jun 29 18:24:11 +0000 2018,31,@FoxNews,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3818}",0.126,0.0,0.874,0.3818
32,"'Abolish ICE' goes mainstream as Gillibrand, de Blasio back calls https://t.co/rm0YDKctsY",Fri Jun 29 18:15:43 +0000 2018,32,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
33,"""It takes a lot of strength to be an Air Force family, a military family, period.""

On #OutnumberedOT, @usairforce… https://t.co/r0FygliQxh",Fri Jun 29 17:59:21 +0000 2018,33,@FoxNews,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4939}",0.158,0.0,0.842,0.4939
34,".@SenateMajLdr gushed over his wife. Secretary of @USDOT @SecElaineChao , standing up to protesters who tried to co… https://t.co/gX8QXUE2X3",Fri Jun 29 17:46:12 +0000 2018,34,@FoxNews,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.2263}",0.0,0.101,0.899,-0.2263
35,".@SenKamalaHarris: ""Years from now, people are going to look at us and say, 'Where were you during that inflection… https://t.co/V9vo0c0oQS",Fri Jun 29 17:39:00 +0000 2018,35,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
36,"Acting @ICEgov Dir. Tom Homan: ""I wish there was this much outrage about Angel Moms that their children were killed… https://t.co/jlUYbHm1R3",Fri Jun 29 17:25:00 +0000 2018,36,@FoxNews,"{'neg': 0.132, 'neu': 0.76, 'pos': 0.108, 'compound': -0.1531}",0.108,0.132,0.76,-0.1531
37,".@CoryBooker: ""We now must fight for those of us who believe that love is love is love is love."" https://t.co/LLsW9Z85ID",Fri Jun 29 17:19:00 +0000 2018,37,@FoxNews,"{'neg': 0.083, 'neu': 0.513, 'pos': 0.404, 'compound': 0.9001}",0.404,0.083,0.513,0.9001
38,"Terence Smith, contributing columnist to @capgaznews: ""They are just across the street behind me in their headquart… https://t.co/n6yFHrXtGp",Fri Jun 29 17:16:53 +0000 2018,38,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
39,OPINION: Washington state florist: My life has been turned upside down because of my religious beliefs https://t.co/0bbNw79u5k,Fri Jun 29 17:01:59 +0000 2018,39,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
40,"At his speech celebrating the 6-month anniversary of the passage of the Tax Cuts and Jobs Act, President… https://t.co/aUx2YyoufA",Fri Jun 29 16:58:18 +0000 2018,40,@FoxNews,"{'neg': 0.096, 'neu': 0.742, 'pos': 0.162, 'compound': 0.3612}",0.162,0.096,0.742,0.3612
41,An all-new season of 'OBJECTified' premieres this Sunday with NBA legend @MagicJohnson! Tune in to Fox News Channel… https://t.co/w1L9v2kRfh,Fri Jun 29 16:57:24 +0000 2018,41,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
42,".@POTUS: ""We're going to be the smart country again, not the stupid country that was taken advantage of by everybod… https://t.co/cpYAydxTDr",Fri Jun 29 16:53:51 +0000 2018,42,@FoxNews,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.7562}",0.293,0.0,0.707,0.7562
43,".@POTUS: ""Many countries are calling, saying, 'Let's negotiate.'"" https://t.co/L9oz9VOEcS",Fri Jun 29 16:53:07 +0000 2018,43,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
44,"Guy Berkebile: ""President Trump, I'd like to thank you very much for fighting for American businesses and our worke… https://t.co/LoioHNjDFe",Fri Jun 29 16:52:08 +0000 2018,44,@FoxNews,"{'neg': 0.112, 'neu': 0.686, 'pos': 0.202, 'compound': 0.3041}",0.202,0.112,0.686,0.3041
45,".@POTUS: ""Sometimes our friends in terms of trade were treating us worse than the enemies."" https://t.co/OLzrIo26eF",Fri Jun 29 16:50:24 +0000 2018,45,@FoxNews,"{'neg': 0.153, 'neu': 0.693, 'pos': 0.153, 'compound': 0.0}",0.153,0.153,0.693,0.0
46,"LaSonya Hill: ""@CrowleyMaritime was able to benefit from the tax reform by paying employees bonuses, and in return,… https://t.co/Adkt5fNJaD",Fri Jun 29 16:47:30 +0000 2018,46,@FoxNews,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.765}",0.28,0.0,0.72,0.765
47,".@POTUS: ""We're one country and really one family and we salute one great and beautiful American flag. We love that… https://t.co/ev8uHuLk0A",Fri Jun 29 16:41:04 +0000 2018,47,@FoxNews,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.9217}",0.404,0.0,0.596,0.9217
48,".@POTUS: ""Unemployment for African-Americans is at the lowest level in the history of our country."" https://t.co/8F6ptVfSlL",Fri Jun 29 16:38:51 +0000 2018,48,@FoxNews,"{'neg': 0.282, 'neu': 0.718, 'pos': 0.0, 'compound': -0.6705}",0.0,0.282,0.718,-0.6705
49,".@POTUS: ""We are the biggest economy in the world by far."" https://t.co/p7boW5HMpu",Fri Jun 29 16:35:29 +0000 2018,49,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
50,".@POTUS: ""We repealed the most unpopular thing I've seen in a long time in politics or in legislation - the individ… https://t.co/8Ni2GENYau",Fri Jun 29 16:34:35 +0000 2018,50,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
51,".@POTUS: ""Most farms and most small business will not pay any estate tax or death tax."" https://t.co/T3yhLbG2Nc",Fri Jun 29 16:32:55 +0000 2018,51,@FoxNews,"{'neg': 0.193, 'neu': 0.743, 'pos': 0.064, 'compound': -0.558}",0.064,0.193,0.743,-0.558
52,".@POTUS: ""I'd like to address the horrific shooting that took place yesterday at #CapitalGazette newsroom... Journa… https://t.co/qT2SjfsC0I",Fri Jun 29 16:29:11 +0000 2018,52,@FoxNews,"{'neg': 0.201, 'neu': 0.685, 'pos': 0.114, 'compound': -0.4404}",0.114,0.201,0.685,-0.4404
53,".@POTUS: ""We didn't get a Democrat vote. We didn't get one vote for these massive tax cuts."" https://t.co/MZqr717vOD",Fri Jun 29 16:29:01 +0000 2018,53,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
54,".@POTUS: ""6 months ago we unleashed an economic miracle by signing the biggest tax cuts and reforms... in American… https://t.co/LHSredx9fv",Fri Jun 29 16:27:40 +0000 2018,54,@FoxNews,"{'neg': 0.092, 'neu': 0.75, 'pos': 0.158, 'compound': 0.3818}",0.158,0.092,0.75,0.3818
55,".@POTUS: ""My government will not rest until we've done everything in our power to reduce violent crime and to prote… https://t.co/RLuyIwQbjc",Fri Jun 29 16:26:54 +0000 2018,55,@FoxNews,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.8126}",0.0,0.28,0.72,-0.8126
56,".@POTUS: ""I'd like to address the horrific shooting that took place yesterday at #CapitalGazette newsroom... Journa… https://t.co/pAuL5XxeLt",Fri Jun 29 16:25:58 +0000 2018,56,@FoxNews,"{'neg': 0.201, 'neu': 0.685, 'pos': 0.114, 'compound': -0.4404}",0.114,0.201,0.685,-0.4404
57,".@POTUS: ""6 months ago we unleashed an economic miracle by signing the biggest tax cuts and reforms... in American… https://t.co/2bES1DhWOy",Fri Jun 29 16:24:10 +0000 2018,57,@FoxNews,"{'neg': 0.092, 'neu': 0.75, 'pos': 0.158, 'compound': 0.3818}",0.158,0.092,0.75,0.3818
58,President @realDonaldTrump delivers remarks celebrating the 6-month anniversary of the Tax Cuts and Jobs Act. https://t.co/epxu9FsQWa,Fri Jun 29 16:22:42 +0000 2018,58,@FoxNews,"{'neg': 0.111, 'neu': 0.704, 'pos': 0.186, 'compound': 0.3612}",0.186,0.111,0.704,0.3612
59,".@SenGillibrand: ""This is a battle line that has been drawn that literally will put women's lives at risk. That und… https://t.co/wbNOhil2z8",Fri Jun 29 16:14:24 +0000 2018,59,@FoxNews,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.5719}",0.0,0.207,0.793,-0.5719
60,COMING UP: Awaiting remarks from @POTUS as he marks 6-month anniversary of Tax Cuts and Jobs Act. https://t.co/aTTlSoD8Jl,Fri Jun 29 16:13:34 +0000 2018,60,@FoxNews,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",0.0,0.115,0.885,-0.296
61,"BREAKING NEWS: Capital Gazette shooting suspect barricaded door preventing staffers from escaping rampage, prosecut… https://t.co/xGRv04TFii",Fri Jun 29 16:12:50 +0000 2018,61,@FoxNews,"{'neg': 0.2, 'neu': 0.727, 'pos': 0.073, 'compound': -0.2732}",0.073,0.2,0.727,-0.2732
62,"SUNDAY on @SundayFutures, @MariaBartiromo's exclusive interview with President @realDonaldTrump - Tune in at 10a ET… https://t.co/AtoGsCObDp",Fri Jun 29 16:12:00 +0000 2018,62,@FoxNews,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.128}",0.097,0.0,0.903,0.128
63,".@LisaMarieBoothe: ""I think that @SenateMajLdr will be able to keep Republicans largely together on whoever [@POTUS… https://t.co/uvXm46KtWw",Fri Jun 29 16:11:19 +0000 2018,63,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
64,NEWS ALERT: Awaiting remarks from @POTUS as he marks 6-month anniversary of Tax Cuts and Jobs Act. https://t.co/Z42R463xzI,Fri Jun 29 16:05:45 +0000 2018,64,@FoxNews,"{'neg': 0.104, 'neu': 0.757, 'pos': 0.139, 'compound': 0.186}",0.139,0.104,0.757,0.186
65,Tim Allen reveals 'Last Man Standing' season 7 premiere date https://t.co/EdEKoNFF1x,Fri Jun 29 15:59:46 +0000 2018,65,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
66,".@adamputnam: ""I can get around our state without a GPS or a map unlike the other candidates in this race."" https://t.co/VOOjFzMJTe",Fri Jun 29 15:48:01 +0000 2018,66,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
67,"Police Chief Timothy Altomare: ""There are no other suspects we're looking for right now, we have no reason to belie… https://t.co/kA0zijQaxv",Fri Jun 29 15:34:20 +0000 2018,67,@FoxNews,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.7003}",0.0,0.274,0.726,-0.7003
68,"Police Chief Timothy Altomare: ""I will not say his name today. I refuse to do it. I wish you wouldn't do it, but I… https://t.co/pe9qC74iMP",Fri Jun 29 15:33:35 +0000 2018,68,@FoxNews,"{'neg': 0.065, 'neu': 0.859, 'pos': 0.076, 'compound': 0.0644}",0.076,0.065,0.859,0.0644
69,"Police Chief: ""There were 300 law enforcement officers on that scene yesterday."" https://t.co/TyE2XIKNSr",Fri Jun 29 15:30:44 +0000 2018,69,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
70,Anne Arundel County Police hold a news conference on the Capital Gazette shooting incident. https://t.co/eyjLiy1XJF,Fri Jun 29 15:27:39 +0000 2018,70,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
71,Do you agree with @SenGillibrand? https://t.co/vGv9HsRsRC https://t.co/hylLupQQqc,Fri Jun 29 15:15:32 +0000 2018,71,@FoxNews,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.294,0.0,0.706,0.3612
72,Blink-182's Mark Hoppus claims he told Navy admiral how to capture Saddam Hussein https://t.co/RYkkb8JOvc,Fri Jun 29 15:14:14 +0000 2018,72,@FoxNews,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.15,0.0,0.85,0.3182
73,"John Roberts the new 'swing' justice? With Kennedy out, chief poised to wield court clout https://t.co/pfefOB5icC",Fri Jun 29 15:05:09 +0000 2018,73,@FoxNews,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6597}",0.278,0.0,0.722,0.6597
74,The Strawberry Moon peeks down 42nd Street in New York City Thursday evening. (Courtesy: @GaryHershorn)… https://t.co/Lz7nC9O212,Fri Jun 29 14:57:40 +0000 2018,74,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
